,FOR,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,publication_ids,times_cited,title,year
173,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['ExxonMobil Research and Engineering Co', 'PODSIADLO PAUL', 'LI QUANCHANG', 'CALABRO DAVID CHARLES', 'BEECKMAN JEAN WILLEM LODEWIJK', 'ZHANG LEI', 'BENITEZ KIARA M', 'IDE MATTHEW SCOTT', 'MCCARTHY STEPHEN JOHN', 'AFEWORKI MOBAE', 'WESTON SIMON CHRISTOPHER', 'KAMAKOTI PREETI', 'SHAH MATU J', 'LAI WENYIH FRANK', 'NINES MEGHAN', 'GRIFFIN DAVID A', 'JOHNSON IVY D', 'EXXONMOBIL RES & ENG CO']","[{'id': 'grid.421234.2', 'name': 'ExxonMobil (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10047304-B2,"['Paul Podsiadlo', 'Quanchang Li', 'David Charles CALABRO', 'Jean Willem Lodewijk Beeckman', 'Lei Zhang', 'Kiara M. Benitez', 'Matthew Scott Ide', 'Stephen John McCarthy', 'Mobae Afeworki', 'Simon Christopher WESTON', 'Preeti Kamakoti', 'Matu J. Shah', 'Wenyih Frank Lai', 'Meghan Nines', 'David A. Griffin', 'Ivy D. Johnson']",2018-08-14,"['pub.1032378181', 'pub.1024521806', 'pub.1003341517', 'pub.1027923342', 'pub.1055419723', 'pub.1055600246', 'pub.1055836074', 'pub.1008492569', 'pub.1055997066', 'pub.1056064517', 'pub.1056081601', 'pub.1056207232', 'pub.1021601326', 'pub.1028071436', 'pub.1001173943', 'pub.1024206640', 'pub.1062448155']",1,Aromatic hydrogenation catalysts and uses thereof,2015
174,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['Santec Corp', 'SAKURAI YASUKI', 'SANTEC CORP']",,Grant,2013.0,US-8437634-B2,['Yasuki Sakurai'],2013-05-07,"['pub.1061179505', 'pub.1061297054']",10,Wavelength selective optical switch device,2010
175,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['Carl Zeiss Microscopy GmbH', 'KALKBRENNER THOMAS', 'LIPPERT HELMUT', 'KLEPPE INGO', 'ZEISS CARL MICROSCOPY GMBH']","[{'id': 'grid.424549.a', 'name': 'Carl Zeiss (Germany)', 'country_name': 'Germany'}]",Grant,2015.0,US-9201011-B2,"['Thomas KALKBRENNER', 'Helmut Lippert', 'Ingo Kleppe']",2015-12-01,"['pub.1025693781', 'pub.1025891126', 'pub.1029362798', 'pub.1016002930', 'pub.1027803899', 'pub.1014551162', 'pub.1022108219', 'pub.1032286860', 'pub.1009991979']",10,Increased depth-resolution microscopy,2011
176,"[{'id': '2409', 'name': '0205 Optical Physics'}]","['Samsung Electronics Co Ltd', 'SAMSUNG ELECTRONICS CO LTD']","[{'id': 'grid.419666.a', 'name': 'Samsung (South Korea)', 'country_name': 'South Korea'}]",Grant,2018.0,US-10036884-B2,"['Yun-Hee Kim', 'Hoon Song', 'Jung-mok Bae', 'Kyu-hwan Choi', 'Yoon-sun Choi', 'Yong-joo Kwon']",2018-07-31,"['pub.1061297054', 'pub.1010312891']",0,Display including electrowetting prism array,2013
177,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]",['EXXONMOBIL RES & ENG CO'],"[{'id': 'grid.421234.2', 'name': 'ExxonMobil (United States)', 'country_name': 'United States'}]",Application,,WO-2016094830-A1,"['WEIGEL, Scott, J.', 'ZHANG, LEI', 'LI, QUANCHANG', 'LACY, Darryl, Donald', 'PODSIADLO, PAUL', 'CALABRO, DAVID, CHARLES', 'KAUL, BAL', 'GLEESON, JAMES, WILLIAM']",2016-06-16,"['pub.1024521806', 'pub.1018282015', 'pub.1001173943', 'pub.1062448155']",0,METHODS OF SEPARATING AROMATIC COMPOUNDS FROM LUBE BASE STOCKES,2015
178,"[{'id': '2409', 'name': '0205 Optical Physics'}]","['Electro Scientific Industries Inc', 'ELECTRO SCIENT IND INC']","[{'id': 'grid.480080.4', 'acronym': 'ESI', 'name': 'Electro Scientific Industries (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9776277-B2,['Jan Kleinert'],2017-10-03,"['pub.1014776787', 'pub.1061297054', 'pub.1065200922', 'pub.1065232793']",0,Phased array steering apparatus for laser beam positioning systems,2014
179,"[{'id': '2844', 'name': '0904 Chemical Engineering'}]",['PANASONIC CORP'],"[{'id': 'grid.410834.a', 'name': 'Panasonic (Japan)', 'country_name': 'Japan'}]",Application,,WO-2014024379-A1,"['福岡 歩', '山名 正人']",2014-02-13,"['pub.1036743784', 'pub.1024543709', 'pub.1055849683']",4,"MESOPOROUS SILICA FINE PARTICLES, METHOD FOR PRODUCING MESOPOROUS SILICA FINE PARTICLES, MESOPOROUS SILICA FINE PARTICLE-CONTAINING COMPOSITION, MESOPOROUS SILICA FINE PARTICLE-CONTAINING MOLDING, AND ORGANIC ELECTROLUMINESCENCE ELEMENT",2013
180,"[{'id': '2867', 'name': '0906 Electrical and Electronic Engineering'}]","['Oticon AS', 'OTICON AS']","[{'id': 'grid.426261.5', 'name': 'Oticon (Denmark)', 'country_name': 'Denmark'}]",Application,,EP-3185590-A1,"['LUNNER, THOMAS', 'GUSTAFSSON, FREDRIK']",2017-06-28,"['pub.1000213263', 'pub.1016041447', 'pub.1010030306']",4,A HEARING DEVICE COMPRISING A SENSOR FOR PICKING UP ELECTROMAGNETIC SIGNALS FROM THE BODY,2016
181,"[{'id': '3153', 'name': '1113 Ophthalmology and Optometry'}]","['TEXAS STATE UNIVERSITY ? SAN MARCOS', 'Texas State University', 'KOMOGORTSEV OLEG V', 'Texas State University—San Marcos']","[{'id': 'grid.264772.2', 'name': 'Texas State University', 'country_name': 'United States'}]",Grant,2015.0,US-9082011-B2,['Oleg V. Komogortsev'],2015-07-14,"['pub.1000213263', 'pub.1061528090', 'pub.1046917683', 'pub.1067709491']",3,Person identification using ocular biometrics with liveness detection,2013
182,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}, {'id': '2409', 'name': '0205 Optical Physics'}]","['Beam Engineering for Advanced Measurements Co', 'US ARMY', 'BEAM ENG FOR ADVANCED MEASUREMENTS CO']","[{'id': 'grid.455373.3', 'name': 'Beam Engineering for Advanced Measurements (United States)', 'country_name': 'United States'}, {'id': 'grid.420176.6', 'acronym': 'USA', 'name': 'United States Army', 'country_name': 'United States'}]",Grant,2017.0,US-9715048-B2,"['Nelson V. Tabirian', 'Sarik R. Nersisyan', 'Brian R. Kimball', 'Diane M. Steeves']",2017-07-25,"['pub.1061297054', 'pub.1065189591']",14,Broadband optics for manipulating light beams and images,2015
183,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['Raytheon Co', 'RAYTHEON CO']","[{'id': 'grid.417480.e', 'name': 'Raytheon (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9632345-B2,"['Terry A. Dorschner', 'Irl W. Smith', 'Amanda J. Kirchner', 'Steven R. Collins', 'Daniel P. Resler', 'Linda A. Palmaccio']",2017-04-25,"['pub.1061297054', 'pub.1030927431', 'pub.1065115642']",0,"Liquid crystal control structure, tip-tilt-focus optical phased array and high power adaptive optic",2013
184,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['Samsung Display Co Ltd', 'SAMSUNG DISPLAY CO LTD']","[{'id': 'grid.419666.a', 'name': 'Samsung (South Korea)', 'country_name': 'South Korea'}]",Grant,2017.0,US-9557572-B2,"['Seung Jun JEONG', 'Soo Hee OH']",2017-01-31,['pub.1061297054'],0,Three dimensional (3D) image display device and liquid crystal lens panel therefor,2014
185,"[{'id': '2867', 'name': '0906 Electrical and Electronic Engineering'}]","['Raytheon Co', 'RAYTHEON CO']","[{'id': 'grid.417480.e', 'name': 'Raytheon (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9835856-B2,['Steven R. Collins'],2017-12-05,"['pub.1061297054', 'pub.1030927431', 'pub.1065115642']",0,Adaptive optic having meander resistors,2013
186,"[{'id': '2409', 'name': '0205 Optical Physics'}]","['Raytheon Co', 'RAYTHEON CO']","[{'id': 'grid.417480.e', 'name': 'Raytheon (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10056731-B2,"['David M. Filgas', 'Brian F. Boland', 'Andrew D. W. McKie']",2018-08-21,['pub.1061297054'],0,Planar waveguide (PWG) amplifier-based laser system with adaptive optic wavefront correction in low-power beam path,2016
187,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Raytheon Co', 'RAYTHEON CO']","[{'id': 'grid.417480.e', 'name': 'Raytheon (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10069270-B2,"['Stephen H. McGanty', 'David M. Filgas', 'Christopher R. Koontz']",2018-09-04,['pub.1061297054'],0,Planar waveguides with enhanced support and/or cooling features for high-power laser systems,2016
188,"[{'id': '2921', 'name': '0912 Materials Engineering'}]",['EXXONMOBIL RES & ENG CO'],"[{'id': 'grid.421234.2', 'name': 'ExxonMobil (United States)', 'country_name': 'United States'}]",Application,,WO-2016094778-A1,"['PODSIADLO, PAUL', 'LI, QUANCHANG', 'CALABRO, DAVID, CHARLES', 'ZHANG, LEI', 'BENITEZ, Kiara, M.', 'GUPTA, HIMANSHU', 'XU, XIAOCHUN', 'WEIGEL, Scott, J.', 'LACY, Darryl, Donald', 'KAUL, BAL', 'GLEESON, JAMES, WILLIAM', 'LAI, WENYIH, FRANK']",2016-06-16,"['pub.1032378181', 'pub.1018282015', 'pub.1055836074', 'pub.1056064517', 'pub.1056081601', 'pub.1001173943', 'pub.1062448155']",2,ORGANOSILICA MATERIALS AND USES THEREOF,2015
189,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['Harvard College', 'HARVARD COLLEGE']","[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}]",Grant,2015.0,US-9137516-B2,"['Xiaowei Zhuang', 'Bo Huang', 'Wilfred M. Bates', 'Wenqin Wang']",2015-09-15,"['pub.1002827194', 'pub.1022172903', 'pub.1049268300', 'pub.1026350706', 'pub.1013277164', 'pub.1029818442', 'pub.1045995150', 'pub.1041404866', 'pub.1003390137', 'pub.1038270145', 'pub.1055152495', 'pub.1045186639', 'pub.1056042153', 'pub.1056064378', 'pub.1025693781', 'pub.1038695252', 'pub.1032298028', 'pub.1029362798', 'pub.1040342486', 'pub.1049908058', 'pub.1012051002', 'pub.1030665993', 'pub.1021813707', 'pub.1018882864', 'pub.1044627216', 'pub.1024916372', 'pub.1004575063', 'pub.1050625644', 'pub.1012403980', 'pub.1050279187', 'pub.1022013159', 'pub.1014551162', 'pub.1014212092', 'pub.1038068501', 'pub.1012570814', 'pub.1022108219', 'pub.1046816337', 'pub.1005581664', 'pub.1065166994', 'pub.1065190199', 'pub.1065215090', 'pub.1065220761', 'pub.1034907963', 'pub.1022760467', 'pub.1032286860', 'pub.1004572329']",2,Sub-diffraction limit image resolution in three dimensions,2013
190,"[{'id': '3153', 'name': '1113 Ophthalmology and Optometry'}]","['Johnson and Johnson Vision Care Inc', 'Beam Engineering for Advanced Measurements Co', 'JOHNSON & JOHNSON VISION CARE']","[{'id': 'grid.455373.3', 'name': 'Beam Engineering for Advanced Measurements (United States)', 'country_name': 'United States'}, {'id': 'grid.417429.d', 'acronym': 'J&J', 'name': 'Johnson & Johnson (United States)', 'country_name': 'United States'}]",Application,,US-20150077700-A1,"['Luciano De Sio', 'Frederick A. Flitsch', 'Praveen Pandojirao-S', 'Randall Braxton Pugh', 'Svetlana Serak', 'Nelson V. Tabirian', 'Adam Toner', 'Olena Uskova', 'James Daniel Riall']",2015-03-19,['pub.1061297054'],4,METHODS AND APPARATUS FOR OPHTHALMIC DEVICES INCLUDING CYCLOIDALLY ORIENTED LIQUID CRYSTAL LAYERS,2014
191,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]","['Harvard College', 'Dana-Farber Cancer Institute Inc', 'LIN CHENXIANG', 'LI CHAO', 'SHIH WILLIAM M', 'YIN PENG', 'JUNGMANN RALF', 'HARVARD COLLEGE', 'DANA FARBER CANCER INST INC']","[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}]",Grant,2018.0,US-10024796-B2,"['Chenxiang Lin', 'Chao Li', 'William M. Shih', 'Peng Yin', 'Ralf Jungmann']",2018-07-17,"['pub.1024136925', 'pub.1103694469', 'pub.1035355979', 'pub.1045900843', 'pub.1031867113', 'pub.1048341274', 'pub.1045300405', 'pub.1031218136', 'pub.1043638915', 'pub.1003164417', 'pub.1033653113', 'pub.1007853236', 'pub.1053514788', 'pub.1006488922', 'pub.1010403050', 'pub.1026958546', 'pub.1007816560', 'pub.1010838518', 'pub.1029198365', 'pub.1027979119', 'pub.1052786842', 'pub.1052789239', 'pub.1002849846', 'pub.1019108309', 'pub.1000689265', 'pub.1033450844', 'pub.1010532838', 'pub.1051205031', 'pub.1005720920', 'pub.1017507875', 'pub.1009642663', 'pub.1052341201', 'pub.1048613665', 'pub.1045990670', 'pub.1005288477', 'pub.1043648779', 'pub.1017069332', 'pub.1045695037', 'pub.1045995150', 'pub.1012236485', 'pub.1024456939', 'pub.1031112464', 'pub.1043976379', 'pub.1054076278', 'pub.1054055364', 'pub.1054993674', 'pub.1014919757', 'pub.1005838886', 'pub.1043241510', 'pub.1019105651', 'pub.1045186639', 'pub.1007867176', 'pub.1010893751', 'pub.1049844850', 'pub.1051000906', 'pub.1015552893', 'pub.1055860638', 'pub.1049657450', 'pub.1044024645', 'pub.1025479717', 'pub.1056120949', 'pub.1056123313', 'pub.1056126795', 'pub.1025010039', 'pub.1056217064', 'pub.1056217242', 'pub.1056217832', 'pub.1037668364', 'pub.1042269535', 'pub.1039034027', 'pub.1056227566', 'pub.1015431161', 'pub.1030103352', 'pub.1041803425', 'pub.1012707267', 'pub.1028635122', 'pub.1047553374', 'pub.1041585382', 'pub.1000109646', 'pub.1013163341', 'pub.1005524321', 'pub.1024904245', 'pub.1031185154', 'pub.1004646089', 'pub.1029099573', 'pub.1017177016', 'pub.1014061671', 'pub.1046283340', 'pub.1030201727', 'pub.1053259870', 'pub.1036498805', 'pub.1041715696', 'pub.1008920914', 'pub.1022735714', 'pub.1004035346', 'pub.1032740004', 'pub.1000023183', 'pub.1029362798', 'pub.1013218231', 'pub.1023537585', 'pub.1012490177', 'pub.1026196282', 'pub.1017575936', 'pub.1030665993', 'pub.1043491552', 'pub.1025307567', 'pub.1040676779', 'pub.1006579896', 'pub.1043093081', 'pub.1051021562', 'pub.1000492714', 'pub.1036641760', 'pub.1032254220', 'pub.1052882147', 'pub.1046461928', 'pub.1018882864', 'pub.1006008471', 'pub.1047295499', 'pub.1002422470', 'pub.1011285436', 'pub.1029360393', 'pub.1018501444', 'pub.1034803646', 'pub.1041856810', 'pub.1020910010', 'pub.1038058175', 'pub.1047224695', 'pub.1020701473', 'pub.1023877932', 'pub.1015002947', 'pub.1038486440', 'pub.1074247091', 'pub.1044910093', 'pub.1046430207', 'pub.1023565177', 'pub.1057938292', 'pub.1027384218', 'pub.1058004043', 'pub.1045406480', 'pub.1027667643', 'pub.1001075437', 'pub.1014802722', 'pub.1005970907', 'pub.1036737982', 'pub.1005549896', 'pub.1049123160', 'pub.1053402123', 'pub.1014551162', 'pub.1000052620', 'pub.1031580281', 'pub.1049061991', 'pub.1032129864', 'pub.1009616467', 'pub.1040452142', 'pub.1014053779', 'pub.1050016059', 'pub.1015679949', 'pub.1009187647', 'pub.1050652321', 'pub.1020671440', 'pub.1020766143', 'pub.1059051030', 'pub.1034993468', 'pub.1048891004', 'pub.1019884887', 'pub.1038068501', 'pub.1048415882', 'pub.1022202754', 'pub.1000582818', 'pub.1021923425', 'pub.1006519462', 'pub.1013616167', 'pub.1062449581', 'pub.1014313303', 'pub.1022108219', 'pub.1046816337', 'pub.1046868065', 'pub.1005581664', 'pub.1009289125', 'pub.1062460352', 'pub.1053249418', 'pub.1052331168', 'pub.1062465949', 'pub.1045034054', 'pub.1026772084', 'pub.1006463664', 'pub.1017959712', 'pub.1051771327', 'pub.1062554061', 'pub.1062575158', 'pub.1004594267', 'pub.1047460548', 'pub.1083288818', 'pub.1041680052', 'pub.1038570697', 'pub.1042176156', 'pub.1036519303', 'pub.1009670350', 'pub.1065159097', 'pub.1038840855', 'pub.1065189346', 'pub.1065215090', 'pub.1007133303', 'pub.1043669490', 'pub.1044465533', 'pub.1004572329', 'pub.1019425310', 'pub.1011359790', 'pub.1040997381', 'pub.1041459631']",2,Nucleic acid nanostructure barcode probes,2011
192,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['Harvard College', 'HARVARD COLLEGE']","[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}]",Grant,2018.0,US-10073035-B2,"['Xiaowei Zhuang', 'Wilfred M. Bates', 'Michael J. Rust']",2018-09-11,"['pub.1002827194', 'pub.1022172903', 'pub.1049268300', 'pub.1026350706', 'pub.1013277164', 'pub.1029818442', 'pub.1045995150', 'pub.1041404866', 'pub.1003390137', 'pub.1038270145', 'pub.1055152495', 'pub.1045186639', 'pub.1055844949', 'pub.1056042153', 'pub.1056064378', 'pub.1025693781', 'pub.1038695252', 'pub.1032298028', 'pub.1029362798', 'pub.1040342486', 'pub.1049908058', 'pub.1012051002', 'pub.1030665993', 'pub.1021813707', 'pub.1018882864', 'pub.1044627216', 'pub.1024916372', 'pub.1004575063', 'pub.1050625644', 'pub.1012403980', 'pub.1050279187', 'pub.1022013159', 'pub.1014551162', 'pub.1014212092', 'pub.1038068501', 'pub.1012570814', 'pub.1022108219', 'pub.1046816337', 'pub.1005581664', 'pub.1065166994', 'pub.1065190199', 'pub.1065215090', 'pub.1065220761', 'pub.1008483490', 'pub.1034907963', 'pub.1022760467', 'pub.1032286860', 'pub.1004572329']",0,Sub-diffraction limit image resolution and other imaging techniques,2016
193,"[{'id': '2409', 'name': '0205 Optical Physics'}]","['UNIV GENT', 'BAETS ROELAND', 'DE CORT WOUT', 'BEECKMAN JEROEN', 'NEYTS KRISTIAAN']","[{'id': 'grid.5342.0', 'name': 'Ghent University', 'country_name': 'Belgium'}]",Application,,WO-2013001046-A1,"['BAETS, ROELAND', 'DE CORT, Wout', 'BEECKMAN, Jeroen', 'NEYTS, KRISTIAAN']",2013-01-03,"['pub.1057850631', 'pub.1057961795', 'pub.1061297054']",0,METHODS AND SYSTEMS FOR TRIMMING PHOTONIC DEVICES,2012
194,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Samsung Display Co Ltd', 'SAMSUNG DISPLAY CO LTD']","[{'id': 'grid.419666.a', 'name': 'Samsung (South Korea)', 'country_name': 'South Korea'}]",Grant,2017.0,US-9664912-B2,"['Seung Jun JEONG', 'Il-joo Kim', 'Hyun Seung Seo', 'Jin Hwan Kim', 'Hae Young Yun']",2017-05-30,['pub.1061297054'],0,Image display and liquid crystal lens therefor,2013
195,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['Jackson Laboratory', 'University of Maine System', 'JACKSON LAB', 'UNIV MAINE']","[{'id': 'grid.249880.f', 'name': 'Jackson Laboratory', 'country_name': 'United States'}, {'id': 'grid.411025.3', 'acronym': 'UMS', 'name': 'University of Maine System', 'country_name': 'United States'}]",Application,,EP-2631633-A1,"['BEWERSDORF, JOERG', 'JUETTE, MANUEL F.', 'GOULD, TRAVIS', 'HESS, SAM T.']",2013-08-28,"['pub.1038267163', 'pub.1025693781', 'pub.1018008586', 'pub.1022013159', 'pub.1014551162', 'pub.1017181021', 'pub.1046816337', 'pub.1005581664', 'pub.1013888200', 'pub.1032286860']",0,3D biplane microscopy,2009
196,"[{'id': '3120', 'name': '1109 Neurosciences'}]",['LAZZARINO GIUSEPPE'],,Application,,WO-2018078665-A1,"['LAZZARINO, GIUSEPPE', 'TAVAZZI, BARBARA', 'LAZZARINO, Giacomo', 'AMORINI, ANGELA MARIA', 'DI STASIO, Enrico', 'GASPERINI, Claudio']",2018-05-03,"['pub.1019347147', 'pub.1017317108', 'pub.1027704408', 'pub.1028085552', 'pub.1015744624', 'pub.1038765487', 'pub.1035774198', 'pub.1010489098', 'pub.1022515775', 'pub.1047272107', 'pub.1043660968', 'pub.1045129324', 'pub.1026905916', 'pub.1032196778', 'pub.1002986814', 'pub.1041277800', 'pub.1047037104', 'pub.1017131859', 'pub.1048140543', 'pub.1002769471', 'pub.1049931590', 'pub.1028392178', 'pub.1047036637', 'pub.1018794743', 'pub.1026221054', 'pub.1013731402', 'pub.1004911219', 'pub.1001646047', 'pub.1064157122', 'pub.1026397445', 'pub.1005727777', 'pub.1070753250', 'pub.1078996882']",0,BIOMARKERS AND METHODS FOR IN VITRO DIAGNOSIS OF MULTIPLE SCLEROSIS,2017
197,"[{'id': '2921', 'name': '0912 Materials Engineering'}]",['EXXONMOBIL RES & ENG CO'],"[{'id': 'grid.421234.2', 'name': 'ExxonMobil (United States)', 'country_name': 'United States'}]",Application,,WO-2016094843-A3,"['HOLTCAMP, MATTHEW, W.', 'DAY, Gregory, S.', 'SANDERS, David, F.', 'CALABRO, DAVID, C.', 'LI, QUANCHANG', 'MERTENS, Machteld, M.W.']",2016-11-17,"['pub.1033510310', 'pub.1032378181', 'pub.1014766772', 'pub.1055418631', 'pub.1055836074']",0,OLEFIN POLYMERIZATION CATALYST SYSTEM COMPRISING MESOPOROUS ORGANOSILICA SUPPORT,2015
198,"[{'id': '2409', 'name': '0205 Optical Physics'}]","['Raytheon Co', 'RAYTHEON CO']","[{'id': 'grid.417480.e', 'name': 'Raytheon (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9470953-B2,"['Irl W. Smith', 'Terry A. Dorschner']",2016-10-18,"['pub.1061297054', 'pub.1065115642']",2,High power optical switch,2013
199,"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]","['Harvard College', 'ZHUANG XIAOWEI', 'HUANG BO', 'BATES WILFRED M', 'WANG WENQIN', 'HARVARD COLLEGE']","[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}]",Grant,2013.0,US-8564792-B2,"['Xiaowei Zhuang', 'Bo Huang', 'Wilfred M. Bates', 'Wenqin Wang']",2013-10-22,"['pub.1002827194', 'pub.1022172903', 'pub.1049268300', 'pub.1026350706', 'pub.1013277164', 'pub.1029818442', 'pub.1045995150', 'pub.1041404866', 'pub.1003390137', 'pub.1038270145', 'pub.1055152495', 'pub.1045186639', 'pub.1056042153', 'pub.1056064378', 'pub.1025693781', 'pub.1038695252', 'pub.1032298028', 'pub.1029362798', 'pub.1040342486', 'pub.1049908058', 'pub.1012051002', 'pub.1030665993', 'pub.1021813707', 'pub.1018882864', 'pub.1044627216', 'pub.1024916372', 'pub.1004575063', 'pub.1050625644', 'pub.1012403980', 'pub.1050279187', 'pub.1022013159', 'pub.1014551162', 'pub.1014212092', 'pub.1038068501', 'pub.1012570814', 'pub.1022108219', 'pub.1046816337', 'pub.1005581664', 'pub.1065166994', 'pub.1065190199', 'pub.1065215090', 'pub.1065220761', 'pub.1034907963', 'pub.1022760467', 'pub.1032286860', 'pub.1004572329']",13,Sub-diffraction limit image resolution in three dimensions,2008
